Subject,Relation,Object
Andy Roddick,related_to,London
United States,related_to,Croatia
United States,related_to,Ivo Karlovic
United States,related_to,Stella Artois
United States,related_to,London
Croatia,related_to,Ivo Karlovic
Croatia,related_to,Stella Artois
Croatia,related_to,London
Ivo Karlovic,related_to,Stella Artois
Ivo Karlovic,related_to,London
Stella Artois,related_to,London
Roddick,related_to,Radek Stepanek
Roddick,related_to,Czech
Roddick,related_to,Republic
Radek Stepanek,related_to,Czech
Radek Stepanek,related_to,Republic
Czech,related_to,Republic
Stepanek,related_to,Saturday
Stepanek,related_to,Roddick
Saturday,related_to,Roddick
22-year-old Roddick,related_to,Karlovic
22-year-old Roddick,related_to,Thomas Johansson
22-year-old Roddick,related_to,Sweden 06-Apr
22-year-old Roddick,related_to,07-Jun
Karlovic,related_to,Thomas Johansson
Karlovic,related_to,Sweden 06-Apr
Karlovic,related_to,07-Jun
Thomas Johansson,related_to,Sweden 06-Apr
Thomas Johansson,related_to,07-Jun
Sweden 06-Apr,related_to,07-Jun
Roddick,related_to,Karlovic
Roddick,related_to,ATP Tour
Karlovic,related_to,ATP Tour
Wimbledon,related_to,Grand Slam
Israeli,related_to,Palestinian
Israeli,related_to,West Bank
Israeli,related_to,Gaza Strip
Palestinian,related_to,West Bank
Palestinian,related_to,Gaza Strip
West Bank,related_to,Gaza Strip
Israel,related_to,West Bank
Israel,related_to,Tulkarm
Israel,related_to,Sunday
West Bank,related_to,Tulkarm
West Bank,related_to,Sunday
Tulkarm,related_to,Sunday
Palestinian,related_to,Fatah
Palestinian,related_to,Palestinian
Palestinian,related_to,President Mahmoud Abbas
Fatah,related_to,Palestinian
Fatah,related_to,President Mahmoud Abbas
Palestinian,related_to,President Mahmoud Abbas
day,related_to,Palestinian
day,related_to,Israeli
day,related_to,Gaza
day,related_to,Palestinian
Palestinian,related_to,Israeli
Palestinian,related_to,Gaza
Palestinian,related_to,Palestinian
Israeli,related_to,Gaza
Israeli,related_to,Palestinian
Gaza,related_to,Palestinian
Palestinian,related_to,Popular Resistance Committees
Philippine,related_to,U.S. Peace Corps
Philippine,related_to,10
U.S. Peace Corps,related_to,10
General Rodrigo Maclang,related_to,Wednesday
General Rodrigo Maclang,related_to,Julia Campbell
General Rodrigo Maclang,related_to,Batad
Wednesday,related_to,Julia Campbell
Wednesday,related_to,Batad
Julia Campbell,related_to,Batad
Campbell,related_to,April 8th
Campbell,related_to,Banaue
Campbell,related_to,Ifugao
Campbell,related_to,Manila
April 8th,related_to,Banaue
April 8th,related_to,Ifugao
April 8th,related_to,Manila
Banaue,related_to,Ifugao
Banaue,related_to,Manila
Ifugao,related_to,Manila
English,related_to,Legaspi
English,related_to,past two
Legaspi,related_to,past two
The New York Times,related_to,Starmagazine
King Abdullah II,related_to,Jordan
King Abdullah II,related_to,al-Qaida
King Abdullah II,related_to,Iraq
King Abdullah II,related_to,Wednesday
Jordan,related_to,al-Qaida
Jordan,related_to,Iraq
Jordan,related_to,Wednesday
al-Qaida,related_to,Iraq
al-Qaida,related_to,Wednesday
Iraq,related_to,Wednesday
Petra,related_to,Saturday
Petra,related_to,Jordan
Petra,related_to,Islam
Saturday,related_to,Jordan
Saturday,related_to,Islam
Jordan,related_to,Islam
Marwan al-Muasher,related_to,Amman
al-Qaida,related_to,Iraq
Iraqis,related_to,Iraqi
Iraqis,related_to,Jordan
Iraqi,related_to,Jordan
U.S.,related_to,Iraqi
U.S.,related_to,American
U.S.,related_to,U.S.
U.S.,related_to,Tuesday
Iraqi,related_to,American
Iraqi,related_to,U.S.
Iraqi,related_to,Tuesday
American,related_to,U.S.
American,related_to,Tuesday
U.S.,related_to,Tuesday
Iraq,related_to,Sunni
Iraq,related_to,January 30 election
Sunni,related_to,January 30 election
Sunni Muslim,related_to,six-month
U.S.,related_to,State Colin Powell
U.S.,related_to,Iraqis
State Colin Powell,related_to,Iraqis
Iraq,related_to,Iraqis
Saturday,related_to,Baghdad
U.S.,related_to,American Marine
U.S.,related_to,Saturday
U.S.,related_to,al-Anbar
American Marine,related_to,Saturday
American Marine,related_to,al-Anbar
Saturday,related_to,al-Anbar
U.S.,related_to,Fallujah
U.S.,related_to,U.S.
U.S.,related_to,Iraqi
Fallujah,related_to,U.S.
Fallujah,related_to,Iraqi
U.S.,related_to,Iraqi
Kenyan,related_to,Nairobi
Kenyan,related_to,Friday
Kenyan,related_to,President Mwai Kibaki
Kenyan,related_to,Kenya
Nairobi,related_to,Friday
Nairobi,related_to,President Mwai Kibaki
Nairobi,related_to,Kenya
Friday,related_to,President Mwai Kibaki
Friday,related_to,Kenya
President Mwai Kibaki,related_to,Kenya
Wednesday,related_to,President Kibaki
Kenyan,related_to,Mr.
Kenyan,related_to,Kibaki
Mr.,related_to,Kibaki
Kenya Media Council,related_to,Wachira Waruru
Ukraine,related_to,1930s
Tuesday,related_to,Ukrainian
Ukraine,related_to,1932 - 33
Ukrainian,related_to,President Viktor Yushchenko
Saturday,related_to,Kiev
Saturday,related_to,Ukraine
Saturday,related_to,Holodomor
Kiev,related_to,Ukraine
Kiev,related_to,Holodomor
Ukraine,related_to,Holodomor
China,related_to,Dalai Lama
China,related_to,Tibet
Dalai Lama,related_to,Tibet
Chinese,related_to,Thursday
Chinese,related_to,China
Thursday,related_to,China
Thursday,related_to,International
Thursday,related_to,Committee
Thursday,related_to,Beijing Organizing
Thursday,related_to,Committee
International,related_to,Committee
International,related_to,Beijing Organizing
International,related_to,Committee
Committee,related_to,Beijing Organizing
Committee,related_to,Committee
Beijing Organizing,related_to,Committee
IOC,related_to,Saturday
IOC,related_to,Tibet
IOC,related_to,Lhasa
Saturday,related_to,Tibet
Saturday,related_to,Lhasa
Tibet,related_to,Lhasa
Lhasa,related_to,March
Lhasa,related_to,Chinese
March,related_to,Chinese
Beijing Olympics,related_to,August
New Zealand,related_to,Bangladesh
New Zealand,related_to,first of three one-day
New Zealand,related_to,New Zealand
Bangladesh,related_to,first of three one-day
Bangladesh,related_to,New Zealand
first of three one-day,related_to,New Zealand
Bangladesh,related_to,Kiwis
Bangladesh,related_to,Auckland
Kiwis,related_to,Auckland
Jamie How,related_to,New Zealand
Mohammad Ashraful,related_to,Eden Park
New Zealand,related_to,South Africa
New Zealand,related_to,Australia
South Africa,related_to,Australia
one-day,related_to,Bangladesh
one-day,related_to,Friday
one-day,related_to,Napier
Bangladesh,related_to,Friday
Bangladesh,related_to,Napier
Friday,related_to,Napier
Communications Ministry,related_to,Thursday
Communications Ministry,related_to,Baghdad
Thursday,related_to,Baghdad
Karbala,related_to,Wednesday
Italy,related_to,Iraq
Saddam Hussein,related_to,Thursday
Polish,related_to,Defense Ministry
Polish,related_to,Afghanistan
Defense Ministry,related_to,Afghanistan
Tuesday,related_to,Polish
Tuesday,related_to,Hague and Geneva Conventions
Polish,related_to,Hague and Geneva Conventions
Afghan,related_to,Polish
Afghan,related_to,August 16
Polish,related_to,August 16
Poland,related_to,Afghanistan
Tuesday,related_to,Afghan
Tuesday,related_to,President Hamid Karzai
Afghan,related_to,President Hamid Karzai
Mr. Karzai,related_to,Kabul
Palestinian,related_to,Islamic Jihad
Palestinian,related_to,Sunday
Palestinian,related_to,Israeli
Palestinian,related_to,Gaza City
Islamic Jihad,related_to,Sunday
Islamic Jihad,related_to,Israeli
Islamic Jihad,related_to,Gaza City
Sunday,related_to,Israeli
Sunday,related_to,Gaza City
Israeli,related_to,Gaza City
Palestinian,related_to,southern Israel
Friday,related_to,Islamic Jihad
Friday,related_to,Israeli
Friday,related_to,southern Israel
Islamic Jihad,related_to,Israeli
Islamic Jihad,related_to,southern Israel
Israeli,related_to,southern Israel
Israeli,related_to,Sunday
Israeli,related_to,al-Aqsa Martyrs Brigades
Sunday,related_to,al-Aqsa Martyrs Brigades
Israel,related_to,Palestinian
Israel,related_to,Hamas
Israel,related_to,Palestinian
Palestinian,related_to,Hamas
Palestinian,related_to,Palestinian
Hamas,related_to,Palestinian
Ugandan,related_to,Lord 's Resistance Army
Ugandan,related_to,Saturday
Ugandan,related_to,Gulu
Lord 's Resistance Army,related_to,Saturday
Lord 's Resistance Army,related_to,Gulu
Saturday,related_to,Gulu
Ugandan,related_to,President Yoweri Museveni
Ugandan,related_to,Friday night
President Yoweri Museveni,related_to,Friday night
Lord 's Resistance Army,related_to,Ugandan
Lord 's Resistance Army,related_to,since 1987
Ugandan,related_to,since 1987
Phil Spector,related_to,June 5
Los Angeles County,related_to,Mark Lilienfeld
Los Angeles County,related_to,Colt Cobra
Mark Lilienfeld,related_to,Colt Cobra
Lana Clarkson,related_to,"February , 2003"
Lilienfeld,related_to,Clarkson
Phil Spector,related_to,1960s
Wimbledon,related_to,Maria Sharapova
Wimbledon,related_to,Russia
Wimbledon,related_to,from
Wimbledon,related_to,Australian
Maria Sharapova,related_to,Russia
Maria Sharapova,related_to,from
Maria Sharapova,related_to,Australian
Russia,related_to,from
Russia,related_to,Australian
from,related_to,Australian
Sharapova,related_to,January
Sharapova,related_to,Gold Coast
January,related_to,Gold Coast
Russian,related_to,Australian
Russian,related_to,Open
Russian,related_to,2006
Australian,related_to,Open
Australian,related_to,2006
Open,related_to,2006
Sharapova,related_to,2005
Sharapova,related_to,WTA
2005,related_to,WTA
second half of,related_to,season
Aussie,related_to,Martina Hingis
Aussie,related_to,Switzerland
Aussie,related_to,Australian
Aussie,related_to,Open
Aussie,related_to,January 16
Martina Hingis,related_to,Switzerland
Martina Hingis,related_to,Australian
Martina Hingis,related_to,Open
Martina Hingis,related_to,January 16
Switzerland,related_to,Australian
Switzerland,related_to,Open
Switzerland,related_to,January 16
Australian,related_to,Open
Australian,related_to,January 16
Open,related_to,January 16
Asia,related_to,since 2003
Iran,related_to,European Union
Iranian,related_to,Foreign Ministry
Iranian,related_to,Hamid Reza Asefi
Iranian,related_to,Tehran
Iranian,related_to,Sunday
Foreign Ministry,related_to,Hamid Reza Asefi
Foreign Ministry,related_to,Tehran
Foreign Ministry,related_to,Sunday
Hamid Reza Asefi,related_to,Tehran
Hamid Reza Asefi,related_to,Sunday
Tehran,related_to,Sunday
Iranian,related_to,EU
Iranian,related_to,London
Iranian,related_to,April 29
EU,related_to,London
EU,related_to,April 29
London,related_to,April 29
November,related_to,Tehran
November,related_to,European Union
Tehran,related_to,European Union
Europe,related_to,United States
Europe,related_to,Tehran
United States,related_to,Tehran
Tuesday,related_to,Yuanshi
Tuesday,related_to,China
Tuesday,related_to,Hebei
Yuanshi,related_to,China
Yuanshi,related_to,Hebei
China,related_to,Hebei
Li Xianliang,related_to,Sunday
U.N.,related_to,Kenya
U.N.,related_to,Somalia
U.N.,related_to,several
Kenya,related_to,Somalia
Kenya,related_to,several
Somalia,related_to,several
Kenya,related_to,Somalia
Kenya,related_to,January
Kenya,related_to,Somali
Kenya,related_to,Ethiopian
Somalia,related_to,January
Somalia,related_to,Somali
Somalia,related_to,Ethiopian
January,related_to,Somali
January,related_to,Ethiopian
Somali,related_to,Ethiopian
Somalia,related_to,Gedo
Malawi,related_to,President Bingu wa Mutharika
Mr. Mutharika,related_to,United Democratic Front
Mr. Mutharika,related_to,UDF
United Democratic Front,related_to,UDF
President Mutharika,related_to,UDF
Tuesday,related_to,President Bakili Muluzi
India,related_to,Pakistan
India,related_to,Bangalore
Pakistan,related_to,Bangalore
Yuvraj Singh,related_to,Sourav Ganguly
Yuvraj Singh,related_to,Singh
Yuvraj Singh,related_to,Ganguly
Sourav Ganguly,related_to,Singh
Sourav Ganguly,related_to,Ganguly
Singh,related_to,Ganguly
Pakistani,related_to,Yasir Araft
India,related_to,Pakistan
India,related_to,1979
Pakistan,related_to,1979
Baghdad,related_to,Iraqi
Baghdad,related_to,Saturday
Shihab al-Tamimi,related_to,February
Committee,related_to,Protect Journalists
Committee,related_to,Iraq
Committee,related_to,2003
Protect Journalists,related_to,Iraq
Protect Journalists,related_to,2003
Iraq,related_to,2003
United States,related_to,Iraq
El Salvador,related_to,Iraq
Salvadoran,related_to,President Antonio Saca
French,related_to,AFP
French,related_to,Baghdad
AFP,related_to,Baghdad
El Salvador,related_to,American
El Salvador,related_to,Iraq
American,related_to,Iraq
China,related_to,Donald Tsang
China,related_to,Hong Kong
China,related_to,Tung Chee-hwa
Donald Tsang,related_to,Hong Kong
Donald Tsang,related_to,Tung Chee-hwa
Hong Kong,related_to,Tung Chee-hwa
Mr. Tsang,related_to,Hong Kong
Mr. Tsang,related_to,Saturday
Mr. Tsang,related_to,July 10
Hong Kong,related_to,Saturday
Hong Kong,related_to,July 10
Saturday,related_to,July 10
five-year,related_to,Mr. Tung
five-year,related_to,2002
Mr. Tung,related_to,2002
Mr. Tung,related_to,Thursday
December,related_to,Chinese
December,related_to,President Hu Jintao
December,related_to,Mr. Tung
December,related_to,China
Chinese,related_to,President Hu Jintao
Chinese,related_to,Mr. Tung
Chinese,related_to,China
President Hu Jintao,related_to,Mr. Tung
President Hu Jintao,related_to,China
Mr. Tung,related_to,China
Saturday,related_to,Mr. Tung
Saturday,related_to,Chinese
Mr. Tung,related_to,Chinese
VOA,related_to,Carol Pearson
Tuesday,related_to,"January 31 , 2011"
Tuesday,related_to,January 3
"January 31 , 2011",related_to,January 3
May,related_to,December 26
February,related_to,Mamadou Tandja
Sri Lankan,related_to,Tamil Tiger
Sri Lankan,related_to,Jaffna
Sri Lankan,related_to,Jaffna
Tamil Tiger,related_to,Jaffna
Tamil Tiger,related_to,Jaffna
Jaffna,related_to,Jaffna
Defense Ministry,related_to,Major Upali Rajapakse
Defense Ministry,related_to,Sunday
Defense Ministry,related_to,nine
Defense Ministry,related_to,1995
Major Upali Rajapakse,related_to,Sunday
Major Upali Rajapakse,related_to,nine
Major Upali Rajapakse,related_to,1995
Sunday,related_to,nine
Sunday,related_to,1995
nine,related_to,1995
since Friday,related_to,Tigers
Palestinian,related_to,Hamas
Palestinian,related_to,Israel
Hamas,related_to,Israel
Mahmoud al-Zahar,related_to,Monday
Palestinian,related_to,Hamas
Palestinian,related_to,Fatah
Palestinian,related_to,Palestinian
Palestinian,related_to,Prime Minister Mahmoud Abbas
Hamas,related_to,Fatah
Hamas,related_to,Palestinian
Hamas,related_to,Prime Minister Mahmoud Abbas
Fatah,related_to,Palestinian
Fatah,related_to,Prime Minister Mahmoud Abbas
Palestinian,related_to,Prime Minister Mahmoud Abbas
Hamas,related_to,Israel
Israeli,related_to,Palestinian
Israeli,related_to,few
Israeli,related_to,so
Israeli,related_to,Israelis
Palestinian,related_to,few
Palestinian,related_to,so
Palestinian,related_to,Israelis
few,related_to,so
few,related_to,Israelis
so,related_to,Israelis
Israeli,related_to,24
Israeli,related_to,Palestinians
Israeli,related_to,Hamas
Israeli,related_to,Islamic Jihad
24,related_to,Palestinians
24,related_to,Hamas
24,related_to,Islamic Jihad
Palestinians,related_to,Hamas
Palestinians,related_to,Islamic Jihad
Hamas,related_to,Islamic Jihad
German,related_to,German
German,related_to,Lebanon
German,related_to,Lebanon
Germany,related_to,Jihad Hamad
Germany,related_to,Lebanese
Germany,related_to,Tripoli
Jihad Hamad,related_to,Lebanese
Jihad Hamad,related_to,Tripoli
Lebanese,related_to,Tripoli
German,related_to,Lebanese
German,related_to,Cologne
German,related_to,July 31
Lebanese,related_to,Cologne
Lebanese,related_to,July 31
Cologne,related_to,July 31
German,related_to,Youssef Mohamad el Hajdib
German,related_to,Saturday
Youssef Mohamad el Hajdib,related_to,Saturday
German,related_to,Kiel
German,related_to,Jihad Hamad
German,related_to,Germany
Jihad Hamad,related_to,Germany
The International Committee,related_to,Red Cross
The International Committee,related_to,Israel
The International Committee,related_to,Palestinians
The International Committee,related_to,Gaza Strip
The International Committee,related_to,Israeli
Red Cross,related_to,Israel
Red Cross,related_to,Palestinians
Red Cross,related_to,Gaza Strip
Red Cross,related_to,Israeli
Israel,related_to,Palestinians
Israel,related_to,Gaza Strip
Israel,related_to,Israeli
Palestinians,related_to,Gaza Strip
Palestinians,related_to,Israeli
Gaza Strip,related_to,Israeli
Monday,related_to,Red Cross
Monday,related_to,Israel
Monday,related_to,Hamas
Monday,related_to,Gaza Strip
Red Cross,related_to,Israel
Red Cross,related_to,Hamas
Red Cross,related_to,Gaza Strip
Israel,related_to,Hamas
Israel,related_to,Gaza Strip
Hamas,related_to,Gaza Strip
The Red Cross,related_to,since 1967
Red Cross,related_to,Israel
Palestinians,related_to,Gaza Strip
